fid,date_begin,date_end,source_no,name,state,nation,army,white civilians,native dead,army dead,white civilian dead,source,xcoord,ycoord
433,1881/08/03,1881/08/03,88,Monica Springs,New Mexico,,,,,,,Michno: Encyclopedia,-1049604.764,1241991.879
434,1881/08/12,1881/08/12,89,Carrizo Canyon,New Mexico,,,,,,,Michno: Encyclopedia,-1022167.842,1320081.58
435,1881/08/16,1881/08/16,90,Cuchillo Negro Creek,New Mexico,,,,,,,Michno: Encyclopedia,-1082054.2,1207431.911
436,1881/08/18,1881/08/18,23,Gold Dust,New Mexico,,,,,,,Michno: Forgotten Fights,-1059192.834,1135998.644
437,1881/08/19,1881/08/19,91,Gavilan Canyon,New Mexico,,,,,,,Michno: Encyclopedia,-1092606.862,1132771.825
438,1882/06/01,1882/06/01,24,Cloverdale Canyon,New Mexico,,,,,,,Michno: Forgotten Fights,-1214361.29,1020238.05
439,1882/06/23,1882/06/23,92,Mescalero Agency,New Mexico,,,,,,,Michno: Encyclopedia,-892897.7298,1160208.747
440,1883/03/28,1883/03/28,93,McComas Massacre,New Mexico,,,,,,,Michno: Encyclopedia,-1165947.865,1119053.364
441,1885/05/22,1885/05/22,94,Devil's Creek,New Mexico,,,,,,,Michno: Encyclopedia,-1177291.977,1224579.987
442,1885/11/08,1885/11/08,95,Florida Mountains,New Mexico,,,,,,,Michno: Encyclopedia,-1088913.431,1061013.722
443,1885/12/09,1885/12/09,25,Lilie's Ranch,New Mexico,,,,,,,Michno: Forgotten Fights,-1119228.248,1223742.712
444,1885/12/19,1885/12/19,96,Little Dry Creek,New Mexico,,,,,,,Michno: Encyclopedia,-1186261.74,1193977.266
445,1862/09/03,1862/09/06,1,Fort Abercrombie,North Dakota,,,,,,,Michno: Encyclopedia,-62294.33582,2578238.088
446,1863/07/23,1863/07/23,3,Dead Buffalo Lake,North Dakota,,,,,,,Michno: Encyclopedia,-297015.6942,2639091.774
447,1863/07/24,1863/07/24,2,Big Mound,North Dakota,,,,,,,Michno: Encyclopedia,-281560.79,2642955.5
448,1863/07/28,1863/07/28,4,Stony Lake,North Dakota,,,,,,,Michno: Encyclopedia,-323095.8451,2631847.287
449,1863/08/03,1863/08/03,5,Mackinaw Massacre,North Dakota,,,,,,,Michno: Encyclopedia,-356903.4482,2628949.493
450,1863/09/03,1863/09/03,6,Whitestone Hill,North Dakota,,,,,,,Michno: Encyclopedia,-246304.2896,2594658.924
451,1863/12/16,1863/12/16,7,St. Joseph,North Dakota,,,,,,,Michno: Encyclopedia,-170961.6314,2882506.516
452,1864/07/28,1864/07/28,8,Killdeer Mountain,North Dakota,,,,,,,Michno: Encyclopedia,-510003.5935,2715400.364
453,1864/08/07,1864/08/07,9,Badlands,North Dakota,,,,,,,Michno: Encyclopedia,-598386.3272,2685939.452
454,1864/09/02,1864/09/02,10,Red Buttes / Fort Dilts,North Dakota,,,,,,,Michno: Encyclopedia,-587278.1148,2600937.479
455,1864/11/21,1864/11/27,11,Fort Rice,North Dakota,,,,,,,Michno: Encyclopedia,-373324.284,2600937.479
456,1865/04/12,1865/04/26,12,Fort Rice,North Dakota,,,,,,,Michno: Encyclopedia,-375256.147,2621222.041
457,1865/05/26,1865/05/26,1,Fort Rice,North Dakota,,,,,,,Michno: Forgotten Fights,-352668.6026,2623718.206
458,1865/07/28,1865/07/28,13,Fort Rice,North Dakota,,,,,,,Michno: Encyclopedia,-393125.8801,2610113.828
459,1868/08/20,1868/08/20,2,Fort Buford,North Dakota,,,,,,,Michno: Forgotten Fights,-601423.7091,2802029.526
460,1872/08/26,1872/08/26,3,Fort McKean,North Dakota,,,,,,,Michno: Forgotten Fights,-371939.8085,2651502.436
461,1872/10/02,1872/10/02,5,Fort McKean,North Dakota,,,,,,,Michno: Forgotten Fights,-371587.0274,2652913.56
462,1872/10/03,1872/10/04,4,Heart River,North Dakota,,,,,,,Michno: Forgotten Fights,-464553.2757,2644769.299
463,1873/05/07,1873/05/07,6,Fort Abraham Lincoln,North Dakota,,,,,,,Michno: Forgotten Fights,-372351.3864,2652149.201
464,1862/10/23,1862/10/24,6,Fort Cobb,Oklahoma,,,,,,,Michno: Encyclopedia,-219309.6339,1335217.864
465,1868/09/10,1868/09/13,7,Sand Hills,Oklahoma,,,,,,,Michno: Encyclopedia,-307756.8029,1494422.768
466,1868/11/27,1868/11/27,8,Washita River,Oklahoma,,,,,,,Michno: Encyclopedia,-339597.7837,1401553.241
467,1868/12/25,1868/12/25,9,Soldier Spring,Oklahoma,,,,,,,Michno: Encyclopedia,-298027.6143,1323719.732
468,1870/06/08,1870/06/08,10,Bodamer's Fight,Oklahoma,,,,,,,Michno: Encyclopedia,-319254.9349,1550144.485
469,1870/06/11,1870/06/11,11,Camp Supply,Oklahoma,,,,,,,Michno: Encyclopedia,-327215.1801,1514765.617
470,1871/04/09,1871/04/09,12,Foster Springs,Oklahoma,,,,,,,Michno: Encyclopedia,-272377.9353,1257384.356
471,1874/04/07,1874/04/07,14,Hennessey Wagon Train,Oklahoma,,,,,,,Michno: Encyclopedia,-170663.691,1455506.014
472,1874/06/21,1874/06/21,13,Buffalo Creek,Oklahoma,,,,,,,Michno: Encyclopedia,-310410.218,1528917.164
473,1874/08/22,1874/08/23,15,Anadarko / Wichita Agency,Oklahoma,,,,,,,Michno: Encyclopedia,-202504.6718,1346715.996
474,1875/04/06,1875/04/06,16,Sand Hills Fight,Oklahoma,,,,,,,Michno: Encyclopedia,-180392.8796,1403322.184
475,1878/09/13,1878/09/13,17,Turkey Springs,Oklahoma,,,,,,,Michno: Encyclopedia,-259110.86,1541299.768
476,1862/08/14,1862/08/14,35,Grande Ronde Prairie,Oregon,,,,,,,Michno: Encyclopedia,-1704397.455,2673988.144
477,1863/04/01,1863/04/01,6,Standifer's Fight,Oregon,,,,,,,Michno: Forgotten Fights,-1728067.154,2513282.471
478,1864/04/07,1864/04/07,36,Harney Lake Valley,Oregon,,,,,,,Michno: Encyclopedia,-1859521.59,2434442.711
479,1864/05/18,1864/05/18,37,Crooked River,Oregon,,,,,,,Michno: Encyclopedia,-1902787.505,2589566.846
480,1864/06/24,1864/06/24,38,John Day's Road,Oregon,,,,,,,Michno: Encyclopedia,-2029419.452,2501979.749
481,1864/10/17,1864/10/17,7,Paulina Creek,Oregon,,,,,,,Michno: Forgotten Fights,-2026431.866,2572546.694
482,1865/07/09,1865/07/09,39,Malheur River,Oregon,,,,,,,Michno: Encyclopedia,-1778266.091,2511477.145
483,1865/07/17,1865/07/17,40,Owyhee River,Oregon,,,,,,,Michno: Encyclopedia,-1698065.858,2461879.633
484,1866/02/23,1866/02/23,8,Dry Creek,Oregon,,,,,,,Michno: Forgotten Fights,-1723447.48,2459731.142
485,1866/05/27,1866/05/28,9,Three Forks,Oregon,,,,,,,Michno: Forgotten Fights,-1717162.123,2388878.025
486,1866/07/18,1866/07/18,10,Rattlesnake Creek,Oregon,,,,,,,Michno: Forgotten Fights,-1802871.54,2512299.584
487,1866/10/26,1866/10/26,11,Lake Albert,Oregon,,,,,,,Michno: Forgotten Fights,-1967433.619,2426590.168
488,1866/10/30,1866/10/30,12,O'Beirne's Fight / Malheur Country,Oregon,,,,,,,Michno: Forgotten Fights,-1776587.319,2459159.746
489,1866/11/17,1866/11/17,13,Fort Klamath,Oregon,,,,,,,Michno: Forgotten Fights,-2079427.256,2458588.35
490,1866/12/26,1866/12/26,41,Owyhee River,Oregon,,,,,,,Michno: Encyclopedia,-1727613.312,2456603.302
491,1867/01/06,1867/01/07,14,Crooked River,Oregon,,,,,,,Michno: Forgotten Fights,-1942292.19,2615722.28
492,1867/01/29,1867/01/29,42,Steen's Mountain,Oregon,,,,,,,Michno: Encyclopedia,-1819421.473,2405950.523
493,1867/02/26,1867/02/26,43,Pueblo Mountain,Oregon,,,,,,,Michno: Encyclopedia,-1847386.028,2370071.471
494,1867/04/27,1867/04/27,15,Silvies River,Oregon,,,,,,,Michno: Forgotten Fights,-1854868.585,2508871.208
495,1867/06/19,1867/06/19,44,Steen's Mountain,Oregon,,,,,,,Michno: Encyclopedia,-1833667.567,2389066.264
496,1867/07/05,1867/07/05,45,Donner and Blitzen Creek,Oregon,,,,,,,Michno: Encyclopedia,-1834722.834,2450271.704
497,1867/07/08,1867/07/08,16,Malheur River,Oregon,,,,,,,Michno: Forgotten Fights,-1776587.319,2565439.422
498,1867/07/15,1867/07/15,17,South Fork Malheur,Oregon,,,,,,,Michno: Forgotten Fights,-1790872.221,2472301.857
499,1867/07/27,1867/07/27,46,Camp Warner,Oregon,,,,,,,Michno: Encyclopedia,-1933917.858,2409116.322
500,1867/08/11,1867/08/15,18,Owyhee River,Oregon,,,,,,,Michno: Forgotten Fights,-1713733.747,2363165.2
501,1867/09/06,1867/09/08,19,Silver Lake,Oregon,,,,,,,Michno: Forgotten Fights,-1986861.086,2516299.357
502,1868/03/14,1868/03/14,47,Donner and Blitzen Creek,Oregon,,,,,,,Michno: Encyclopedia,-1825225.438,2468211.23
503,1868/05/31,1868/05/31,20,Castle Rock,Oregon,,,,,,,Michno: Forgotten Fights,-1765159.396,2527727.279
504,1872/11/30,1872/11/30,48,Lost River,Oregon,,,,,,,Michno: Encyclopedia,-2078489.331,2399618.926
505,1878/04/07,1878/04/07,52,Umatilla Agency,Oregon,,,,,,,Michno: Encyclopedia,-1758743.665,2721475.124
506,1878/06/28,1878/06/28,49,Silver River,Oregon,,,,,,,Michno: Encyclopedia,-1882209.814,2523085.074
507,1878/07/02,1878/07/02,50,North Fork John Day River,Oregon,,,,,,,Michno: Encyclopedia,-1797788.516,2678209.209
508,1878/07/06,1878/07/06,21,Willow Spring,Oregon,,,,,,,Michno: Forgotten Fights,-1767444.981,2703717.28
509,1878/07/08,1878/07/08,51,Birch Creek / Pilot Rock,Oregon,,,,,,,Michno: Encyclopedia,-1784070.055,2714088.26
510,1878/07/20,1878/07/20,53,North Fork John Day River,Oregon,,,,,,,Michno: Encyclopedia,-1760326.565,2651827.553
511,1864/06/26,1864/06/26,3,Little Cheyenne River,South Dakota,,,,,,,Michno: Forgotten Fights,-539410.5854,2338995.596
512,1876/08/01,1876/08/01,4,Red Canyon,South Dakota,,,,,,,Michno: Forgotten Fights,-619374.2965,2307010.111
513,1876/09/09,1876/09/09,1,Slim Buttes,South Dakota,,,,,,,Michno: Encyclopedia,-546226.0253,2528009.649
514,1890/04/12,1890/04/12,2,Wounded Knee Creek,South Dakota,,,,,,,Michno: Encyclopedia,-529805.1896,2260446.62
515,1890/12/30,1890/12/30,3,White Clay Creek / Drexel Mission,South Dakota,,,,,,,Michno: Encyclopedia,-505656.9017,2271071.866
516,1862/11/23,1862/11/23,6,Cache Valley,Utah,,,,,,,Michno: Encyclopedia,-1310915.592,2210159.015
517,1862/12/06,1862/12/06,7,Empey's Ferry,Utah,,,,,,,Michno: Encyclopedia,-1335941.13,2189084.878
518,1863/04/12,1863/04/15,8,Spanish Fork Canyon,Utah,,,,,,,Michno: Encyclopedia,-1300378.524,2003369.045
519,1884/07/15,1884/07/15,9,White River / Wormington Canyon,Utah,,,,,,,Michno: Forgotten Fights,-1245058.914,1724136.73
520,1863/02/20,1863/02/20,4,Pass Creek,Wyoming,,,,,,,Michno: Encyclopedia,-904111.8396,2132347.974
521,1863/07/07,1863/07/07,5,Grand Pass,Wyoming,,,,,,,Michno: Encyclopedia,-859003.7834,2084586.503
522,1864/07/07,1864/07/07,2,Townsend's Wagon Train,Wyoming,,,,,,,Michno: Forgotten Fights,-838551.5193,2343162.183
523,1864/07/12,1864/07/12,6,Kelly Wagon Train,Wyoming,,,,,,,Michno: Encyclopedia,-794437.3501,2230524.332
524,1864/07/19,1864/07/19,3,Brown's Spring,Wyoming,,,,,,,Michno: Forgotten Fights,-785788.2082,2266127.749
525,1865/05/20,1865/05/20,7,Deer Creek Station,Wyoming,,,,,,,Michno: Encyclopedia,-805051.0103,2248213.766
526,1865/06/03,1865/06/03,8,Dry Creek,Wyoming,,,,,,,Michno: Encyclopedia,-860772.7268,2251751.652
527,1865/06/08,1865/06/08,9,Sage Creek Station,Wyoming,,,,,,,Michno: Encyclopedia,-935952.8204,2130579.031
528,1865/06/21,1865/06/21,4,Sweetwater Station,Wyoming,,,,,,,Michno: Forgotten Fights,-890259.5642,2235525.028
529,1865/07/26,1865/07/26,10,Platte Bridge,Wyoming,,,,,,,Michno: Encyclopedia,-839545.4062,2249098.237
530,1865/07/26,1865/07/26,11,Red Buttes / Custard's Wagon Train,Wyoming,,,,,,,Michno: Encyclopedia,-855023.6608,2262807.549
531,1865/08/13,1865/08/13,12,Crazy Woman's Fork,Wyoming,,,,,,,Michno: Encyclopedia,-820971.5007,2403438.547
532,1865/08/13,1865/08/15,13,Bone Pile Creek,Wyoming,,,,,,,Michno: Encyclopedia,-772325.5578,2397247.245
533,1865/08/16,1865/08/16,14,Powder River,Wyoming,,,,,,,Michno: Encyclopedia,-805493.2462,2416705.623
534,1865/08/29,1865/08/29,15,Tongue River,Wyoming,,,,,,,Michno: Encyclopedia,-860330.4909,2490116.773
535,1865/09/01,1865/09/01,5,Sawyers's Wagon Train,Wyoming,,,,,,,Michno: Forgotten Fights,-869154.2397,2481402.058
536,1866/07/17,1866/07/17,16,Cazeau Wagon Train,Wyoming,,,,,,,Michno: Encyclopedia,-857677.0759,2440586.358
537,1866/07/20,1866/07/20,17,Crazy Woman Creek,Wyoming,,,,,,,Michno: Encyclopedia,-839103.1704,2390834.826
538,1866/07/24,1866/07/24,18,Clear Creek,Wyoming,,,,,,,Michno: Encyclopedia,-843525.5288,2402775.193
539,1866/07/24,1866/07/24,6,Floyd's Wagon Train,Wyoming,,,,,,,Michno: Forgotten Fights,-791592.1724,2279318.576
540,1866/12/06,1866/12/06,19,Peno Creek,Wyoming,,,,,,,Michno: Encyclopedia,-851485.774,2450536.665
541,1866/12/21,1866/12/21,20,Fort Phil Kearny / Fetterman Fight,Wyoming,,,,,,,Michno: Encyclopedia,-845736.708,2438154.061
542,1867/06/23,1867/06/23,7,Bitter Creek,Wyoming,,,,,,,Michno: Forgotten Fights,-1041954.084,2134747.104
543,1867/08/02,1867/08/02,21,Wagon Box Fight,Wyoming,,,,,,,Michno: Encyclopedia,-868511.8541,2428424.872
544,1867/11/04,1867/11/04,8,Goose Creek/ Shurly's Fight,Wyoming,,,,,,,Michno: Forgotten Fights,-857018.6782,2462934.899
545,1867/12/01,1867/12/02,9,Crazy Woman Creek,Wyoming,,,,,,,Michno: Forgotten Fights,-837364.3448,2397772.21
546,1868/07/19,1868/07/19,10,Fort Reno,Wyoming,,,,,,,Michno: Forgotten Fights,-829779.6188,2365982.315
547,1869/04/06,1869/04/06,11,La Bonte Creek,Wyoming,,,,,,,Michno: Forgotten Fights,-783875.5381,2229852.972
548,1869/09/14,1869/09/14,22,Popo Agie,Wyoming,,,,,,,Michno: Encyclopedia,-1016218.626,2289120.581
549,1869/12/01,1869/12/01,23,Horseshoe Creek,Wyoming,,,,,,,Michno: Encyclopedia,-768124.3173,2208191.422
550,1870/05/04,1870/05/04,24,Miner's Delight,Wyoming,,,,,,,Michno: Encyclopedia,-1042310.541,2259490.78
551,1874/02/09,1874/02/09,12,Cottonwood Creek,Wyoming,,,,,,,Michno: Forgotten Fights,-769101.811,2185531.791
552,1874/07/04,1874/07/04,25,Snake Mountain,Wyoming,,,,,,,Michno: Encyclopedia,-943249.7118,2312559.081
553,1876/06/09,1876/06/09,13,Prairie Dog Creek/ Tongue River,Wyoming,,,,,,,Michno: Forgotten Fights,-847191.5115,2483116.866
554,1876/07/07,1876/07/07,14,Sibley's Scout,Wyoming,,,,,,,Michno: Forgotten Fights,-882015.2968,2470453.671
555,1876/08/01,1876/08/01,15,Heck Reel's Wagon Train,Wyoming,,,,,,,Michno: Forgotten Fights,-779654.4732,2211913.446
556,1876/11/25,1876/11/25,26,Red Fork Powder River,Wyoming,,,,,,,Michno: Encyclopedia,-881336.6936,2370049.741
557,1878/09/12,1878/09/12,27,Snake River,Wyoming,,,,,,,Michno: Encyclopedia,-1149331.615,2402775.193
558,1882/04/29,1882/04/29,28,Fort Washakie,Wyoming,,,,,,,Michno: Encyclopedia,-1022409.928,2304156.6
